Category,Response,Sensorimotor.version,Item.number,Participant,Trial.no.,Rank,Production.frequency,Mean.rank,First.rank.frequency,LgSUBTLWF,Sensorimotor.proximity,Linguistic.proximity
building material,plaster,plaster,10732,37,24,6,3,4,NA,2.13,0.975878448,2.212103431
building material,plastic,plastic,11791,22,6,7,5,7.6,NA,2.98,0.974465138,0
building material,steel,steel,7592,49,18,4,4,3.75,NA,2.97,0.961663626,7.780924397
building material,stone,stone,6789,22,6,4,3,4.666666667,NA,3.32,0.958926477,5.067022828
building material,stones,stone,8958,31,7,5,2,3,1,2.76,0.958926477,1.893022642
building material,tiles,tile,8193,70,15,4,5,5.8,NA,1.93,0.934689404,0
building material,timber,timber,8522,80,33,4,2,5.5,NA,2.11,0.954706961,7.729978861
building material,wood,wood,3307,46,20,2,15,3.066666667,3,3.14,0.975597352,2.453125468
camping equipment,blanket,blanket,12126,37,34,7,2,6.5,NA,2.82,0.908332582,0
camping equipment,blankets,blanket,15805,25,5,12,2,8.5,NA,2.42,0.908332582,0
camping equipment,fire,fire,11608,79,3,6,2,7.5,NA,4.04,0.964084759,1.153639163
camping equipment,food,food,13239,37,34,8,7,8.142857143,NA,3.9,0.795212445,0.580918511
camping equipment,gas stove,stove,5581,49,20,3,2,3.5,NA,3.586183611,0.893679833,3.064182862
camping equipment,hammer,hammer,10739,37,34,6,3,4.666666667,NA,2.8,0.914539001,0
camping equipment,hiking boots,boots,11112,55,31,6,2,5.5,NA,3.046156926,0.802259943,0
camping equipment,matches,match,13634,70,8,8,2,5,NA,2.82,0.883144818,0
camping equipment,pans,pan,7373,40,33,4,4,5.25,NA,2.04,0.862751591,0
camping equipment,pegs,peg,2589,25,5,2,8,5.375,NA,1.18,0.860568132,14.60463073
camping equipment,pillow,pillow,7779,55,31,4,2,3.5,NA,2.76,0.844280007,0
camping equipment,poles,pole,8187,70,8,4,3,2.666666667,NA,2.05,0.853373815,7.934646464
camping equipment,portable stove,stove,2361,19,6,2,3,2.666666667,NA,2.773215008,0.893679833,23.99843144
camping equipment,pots,pot,8788,25,5,5,3,4.333333333,NA,2.26,0.93810316,0
camping equipment,sleeping bag,sleeping bag,5789,55,31,3,13,4,1,3.892442603,0.935581755,4.262061406
camping equipment,stove,stove,10174,80,4,5,3,4.333333333,NA,2.59,0.893679833,0
camping equipment,tent,tent,2242,80,4,1,18,1.111111111,16,2.95,0.915599677,14.21628408
camping equipment,tent pegs,peg,5966,61,15,3,3,2.333333333,NA,2.957313453,0.860568132,28.82091481
camping equipment,tent poles,pole,12758,76,21,7,3,6.666666667,NA,3.001496942,0.853373815,22.15093054
camping equipment,torch,torch,7523,46,37,4,3,6,NA,2.41,0.835295572,0
carpenter's tool,chisel,chisel,6167,68,6,3,3,2.333333333,NA,1.66,0.983568189,0
carpenter's tool,drill,drill,15745,20,8,12,5,5.6,NA,2.85,0.975396134,0
carpenter's tool,file,file,7707,53,34,4,3,4.666666667,NA,3.35,0.954310366,0
carpenter's tool,hammer,hammer,3361,47,36,2,17,1.411764706,13,2.8,0.984089236,5.028522509
carpenter's tool,knife,knife,9940,71,18,5,2,4.5,NA,3.38,0.944709449,0
carpenter's tool,nail,nail,8749,23,38,5,2,3.5,NA,2.98,0.948881007,5.379774727
carpenter's tool,nails,nail,7456,44,18,4,8,5.875,NA,2.75,0.948881007,0
carpenter's tool,pliers,pliers,9483,53,34,5,2,3.5,NA,1.78,0.911512091,0
carpenter's tool,ruler,ruler,12922,20,8,8,2,8.5,NA,2.21,0.942371657,0
carpenter's tool,saw,saw,5818,56,21,3,10,2.1,2,4.31,0.980133984,0.262293935
carpenter's tool,screwdriver,screwdriver,11135,56,21,6,7,4.571428571,NA,2.11,0.925044259,0
carpenter's tool,screws,screw,8841,26,35,5,2,4.5,NA,2.25,0.97187294,0
carpenter's tool,spanner,wrench,6092,65,5,3,3,2,1,1,0.960435106,0
carpenter's tool,tape measure,tape measure,8297,74,21,4,3,5.333333333,NA,3.611209676,0.955427552,5.166065616
carpenter's tool,wood,wood,11331,68,6,6,2,6,NA,3.14,0.912853357,10.71624322
chemical element,aluminium,aluminum,14694,24,24,10,6,7.666666667,NA,1.11,0.80681915,14.19575555
chemical element,argon,argon,12443,57,9,7,2,11.5,NA,1,0.88161153,35.06398178
chemical element,arsenic,arsenic,2991,36,31,2,3,9,NA,1.81,0.865727001,22.55508841
chemical element,calcium,calcium,7393,42,20,4,4,8,NA,1.96,0.837041664,38.83126279
chemical element,carbon,carbon,15406,36,31,11,9,6.777777778,NA,2.43,0.946362358,27.22436159
chemical element,chlorine,chlorine,7717,54,6,4,3,6.333333333,NA,1.59,0.864156086,34.23641768
chemical element,cobalt,cobalt,10631,33,3,6,2,9.5,NA,1.49,0.842980339,0
chemical element,copper,copper,14846,39,21,10,3,11.33333333,NA,2.53,0.847130213,7.314474062
chemical element,fluoride,fluoride,6974,27,19,4,3,6.333333333,NA,1.11,0.744965034,0
chemical element,gold,gold,6389,75,3,3,8,7.625,NA,3.61,0.790316457,0.587466563
chemical element,helium,helium,6758,21,9,4,12,5.333333333,NA,1.87,0.850254308,32.33872787
chemical element,hydrogen,hydrogen,3474,51,16,2,14,2.071428571,9,2.14,0.853195937,51.682271
chemical element,iodine,iodine,16454,21,9,14,2,13,NA,1.81,0.972758439,48.39635519
chemical element,iron,iron,11151,57,9,6,9,8.333333333,NA,2.96,0.87106273,12.80921929
chemical element,lead,lead,15987,57,9,12,3,9.333333333,NA,3.63,0.883893753,0
chemical element,lithium,lithium,5726,54,6,3,4,6.25,NA,1.785,0.905547421,0
chemical element,magnesium,magnesium,10016,75,3,5,7,6.428571429,1,1.67,0.900750689,39.47451907
chemical element,neon,neon,10828,42,20,6,2,7,NA,2.17,0.736136695,23.25041961
chemical element,nickel,nickel,405,27,19,1,3,3.666666667,1,2.64,0.787637213,21.86210851
chemical element,nitrogen,nitrogen,9880,69,26,5,8,4.875,NA,1.79,0.922488838,34.4457503
chemical element,oxygen,oxygen,295,24,24,1,15,3.6,3,2.85,0.73266488,25.71298068
chemical element,potassium,potassium,5842,57,9,3,10,9.2,NA,1.929,0.854145429,52.30518744
chemical element,silver,silver,12952,21,9,8,5,10.4,NA,3.21,0.79797398,0.356446992
chemical element,sodium,sodium,9599,57,9,5,5,8.2,1,2.1,0.760253324,46.16948315
chemical element,sulphur,sulphur,8659,21,9,5,7,6.142857143,2,1.64,0.83919801,40.71056802
chemical element,tin,tin,17480,54,6,21,2,16,NA,2.65,0.907733738,4.994982853
chemical element,titanium,titanium,14979,57,9,10,3,9.333333333,NA,1.91,0.83543717,28.49708833
chemical element,uranium,uranium,12541,63,32,7,4,5.25,NA,2.04,0.814478816,40.90989022
chemical element,zinc,zinc,15540,57,9,11,2,7,NA,1.64,0.903469204,20.98882685
citrus fruit,blood orange,orange,11647,80,15,6,2,4,NA,4.02930582,0.97959212,28.8508162
citrus fruit,grapefruit,grapefruit,6814,22,35,4,9,3.333333333,1,2.1,0.986785898,67.61357832
citrus fruit,grapefruits,grapefruit,8045,64,37,4,2,3.5,NA,0.9,0.986785898,68.1905158
citrus fruit,kiwi,kiwi,1266,52,16,1,2,2,1,1.61,0.995854747,0
citrus fruit,lemon,lemon,852,40,11,1,16,1.9375,8,2.79,0.99207254,36.14905617
citrus fruit,lemons,lemon,1914,70,23,1,2,2.5,1,1.93,0.99207254,45.9570879
citrus fruit,lime,lime,9773,64,37,5,17,2.882352941,NA,2.23,0.979734699,32.14628047
citrus fruit,mandarins,mandarin,10476,25,32,6,2,5.5,NA,0.3,0.816985167,0
citrus fruit,orange,orange,2212,79,13,1,14,2,8,3.06,0.97959212,28.8508162
citrus fruit,oranges,orange,4728,22,35,3,4,2.75,1,2.1,0.97959212,52.4422309
citrus fruit,pineapple,pineapple,10152,79,13,5,2,3.5,NA,2.12,0.992593339,26.68806108
citrus fruit,satsuma,tangerine,11616,79,13,6,2,6,NA,0.78,0.989423539,27.20927263
citrus fruit,tangerine,tangerine,9691,61,28,5,7,4.142857143,NA,1.59,0.989423539,60.95403136
clothing,belt,belt,11605,78,38,6,3,17.66666667,NA,3.09,0.925200199,0
clothing,blouse,blouse,17374,18,14,20,3,11,NA,2.44,0.875580319,0
clothing,boots,boots,16415,78,38,13,3,10,NA,2.99,0.830782491,3.005101142
clothing,bra,bra,4799,24,28,3,5,4.8,NA,2.75,0.875214797,3.11276167
clothing,cardigan,cardigan,17167,72,13,17,6,9.5,NA,1.48,0.897526373,3.561292315
clothing,coat,coat,12283,48,2,7,12,7.75,1,3.33,0.88987675,3.534266773
clothing,dress,dress,12151,39,14,7,9,11,NA,3.65,0.960712481,3.611187295
clothing,dresses,dress,17081,27,17,17,2,15,NA,2.7,0.960712481,3.351425084
clothing,evening dress,evening dress,17311,24,28,19,2,16.5,NA,4.026647071,0.930884689,3.611187295
clothing,gloves,glove,17664,24,28,27,9,11,NA,2.92,0.766115715,4.816994075
clothing,hat,hat,1855,69,3,1,12,8.25,4,3.52,0.712884686,3.300228356
clothing,heels,heel,17424,60,11,20,2,17,NA,2.71,0.816864736,0
clothing,jacket,jacket,8145,69,3,4,9,7.555555556,NA,3.23,0.913922172,3.922222409
clothing,jeans,jeans,12960,21,22,8,14,5.857142857,1,2.53,0.880727466,5.009377961
clothing,joggers,sweatpants,16303,51,17,13,2,12.5,NA,0.95,0.860300213,6.997932069
clothing,jumper,jumper,16895,21,22,16,14,7.142857143,1,2.07,0.88115724,4.001044681
clothing,knickers,knickers,2453,21,22,2,2,3,NA,1.82,0.898427917,2.977862152
clothing,leggings,leggings,16399,75,1,13,8,9,NA,1.15,0.835642495,5.463595642
clothing,overcoat,overcoat,16951,36,38,16,2,12.5,NA,1.88,0.883551207,0
clothing,pants,pants,6387,75,1,3,2,6,NA,3.48,0.876709657,2.532107682
clothing,scarf,scarf,3152,42,3,2,11,8.818181818,NA,2.38,0.771503954,3.677248213
clothing,shirt,shirt,5925,60,11,3,10,6.3,2,3.37,0.880169605,3.907545833
clothing,shoes,shoe,1561,60,11,1,10,5.8,3,3.58,0.848267181,4.334234113
clothing,shorts,shorts,14308,57,37,9,11,10.90909091,NA,2.68,0.880419843,5.286057456
clothing,skirt,skirt,15903,42,3,12,10,11.2,NA,2.71,0.920908817,2.553274141
clothing,skirts,skirt,16918,27,17,16,3,14.66666667,NA,2.18,0.920908817,3.958067608
clothing,socks,sock,17154,69,3,17,14,8.428571429,1,2.97,0.835387467,3.301803912
clothing,suit,suit,17455,24,28,21,3,16.66666667,NA,3.54,0.970945416,1.928135102
clothing,sweater,sweater,11494,75,1,6,4,10,NA,2.85,0.888400734,0
clothing,sweatshirt,sweatshirt,15065,69,3,10,2,14.5,NA,2.08,0.908658957,0
clothing,swimming costume,swimsuit,17331,36,38,19,2,18.5,NA,3.242474081,0.938072436,3.316269558
clothing,tank top,tank top,17260,60,11,18,2,14,NA,3.907362258,0.879644139,0.849236349
clothing,tie,tie,17514,24,28,22,2,15.5,NA,3.36,0.809365969,2.153956886
clothing,tights,tights,17006,69,3,16,3,16.33333333,NA,2.13,0.82164718,3.536240943
clothing,top,top,627,33,16,1,4,3,2,3.83,0.79346286,0
clothing,trainers,sneaker,3938,63,39,2,2,8,NA,1.48,0.82770452,3.291763574
clothing,trousers,trousers,7715,54,4,4,9,6.777777778,NA,2.42,0.851620733,4.866011769
clothing,underwear,underwear,16676,18,14,15,8,7.75,NA,3.04,0.935105737,5.388307514
clothing,vest,vest,14981,57,37,10,6,6.5,1,2.45,0.890350877,0
colour,amber,amber,17511,23,34,22,2,19,NA,2.68,0.949732998,3.609199022
colour,beige,beige,16705,23,34,15,3,13,NA,1.85,0.969599919,6.461497835
colour,black,black,7289,38,8,4,17,7.764705882,NA,3.93,0.978777583,3.209038748
colour,blue,blue,9931,71,5,5,20,2.5,5,3.72,0.967146535,4.534068747
colour,brown,brown,14482,74,13,9,9,9.888888889,NA,3.49,0.975140514,3.586975454
colour,burgundy,burgundy,14174,44,3,9,3,12,NA,2.14,0.967528387,4.836537266
colour,gold,gold,17162,71,5,17,8,14.125,NA,3.61,0.884463545,2.148185795
colour,green,green,13469,56,17,8,21,5.428571429,NA,3.57,0.972485848,4.145757116
colour,grey,grey,15607,68,34,11,12,9.833333333,NA,2.67,0.975629746,3.792143147
colour,indigo,indigo,12869,17,12,8,8,11.125,NA,1.23,0.983675574,4.670625327
colour,lilac,lilac,14121,38,8,9,2,12,NA,1.6,0.812094117,6.014535568
colour,magenta,magenta,16988,56,17,16,3,16,NA,1.52,0.969408126,5.917674029
colour,maroon,maroon,12065,35,19,7,3,14.66666667,NA,1.79,0.974800906,4.800913356
colour,navy,navy,16606,62,31,14,3,12.33333333,NA,3.12,0.943115161,0.259108438
colour,orange,orange,14939,53,13,10,19,5.263157895,2,3.06,0.615556621,4.760379458
colour,pink,pink,12027,32,9,7,17,5.764705882,1,3.16,0.97085483,4.577852386
colour,purple,purple,10410,23,34,6,20,8.15,NA,2.8,0.962500247,5.398755811
colour,red,red,956,44,3,1,20,1.95,12,3.88,0.971850622,3.638118518
colour,silver,silver,16292,47,16,13,8,13.625,NA,3.21,0.894620961,1.302362875
colour,teal,teal,17245,47,16,18,2,19,NA,1.43,0.968163178,0.560412861
colour,turquoise,turquoise,15420,38,8,11,12,12.83333333,NA,1.66,0.968659428,6.506147593
colour,violet,violet,16865,77,37,15,11,11.81818182,NA,2.61,0.911190854,3.490762429
colour,white,white,13082,26,36,8,16,8.0625,NA,3.94,0.980982233,3.547867334
colour,yellow,yellow,6017,62,31,3,21,4.523809524,NA,3.24,0.968719522,5.028763504
cosmetic,blush,blush,3061,38,27,2,2,2.5,NA,2.14,0.873459861,0
cosmetic,conditioner,conditioner,9481,53,31,5,2,7.5,NA,2.05,0.929810756,0
cosmetic,contour,contour,14899,47,18,10,2,11,NA,1.18,0.912090706,0
cosmetic,cream,cream,7305,38,27,4,2,2.5,1,3.4,0.708752217,0.749994458
cosmetic,eyebrow pencil,eyebrow pencil,15287,23,25,11,4,11.5,NA,2.760004203,0.941994244,3.618067644
cosmetic,eyeliner,eyeliner,4517,17,13,3,10,6.1,NA,1.72,0.959505384,0
cosmetic,foundation,foundation,8398,77,15,4,9,3.555555556,NA,2.87,0.941135052,0
cosmetic,lip gloss,lip gloss,13006,23,25,8,6,7,NA,2.796156926,0.727314154,0
cosmetic,lipstick,lipstick,257,23,25,1,12,3.333333333,6,2.65,0.807262789,4.798083461
cosmetic,makeup,makeup,1650,62,22,1,10,1.2,8,2.9,0.966206145,0
cosmetic,mascara,mascara,13187,35,34,8,9,4.222222222,1,1.81,0.946257963,0
cosmetic,nail varnish,nail polish,13664,71,27,8,5,6.2,NA,2.988904277,0.81703331,0
cosmetic,plastic surgery,plastic surgery,16602,62,22,14,2,8,NA,3.417401851,0.953929775,14.03561434
cosmetic,powder,powder,9053,35,34,5,4,6.25,NA,2.91,0.779274705,2.988519392
cosmetic,primer,primer,8077,65,33,4,2,4.5,NA,1.49,0.965862259,0
cosmetic,shampoo,shampoo,14293,56,8,9,2,6.5,NA,2.33,0.917504985,0
cosmetic,surgery,surgery,3779,59,30,2,3,1.666666667,1,3.22,0.867451928,9.360001553
crime,arson,arson,11322,67,28,6,4,4.5,1,2.19,0.893315933,4.977946185
crime,assault,assault,11953,28,17,7,7,4.714285714,NA,2.95,0.86005806,1.962565693
crime,burglary,burglary,4451,79,24,2,12,2.666666667,1,2.26,0.961606144,5.73064634
crime,embezzlement,embezzlement,11652,80,20,6,2,7,NA,1.69,0.941063932,0
crime,fraud,fraud,7438,43,37,4,11,6,1,2.71,0.934146253,3.459896429
crime,hate,hate,11551,76,39,6,2,4,NA,4.04,0.870612556,4.31041813
crime,knife,knife,951,43,37,1,2,6,1,3.38,0.742611176,6.416161318
crime,manslaughter,manslaughter,13847,19,7,9,3,7.333333333,NA,2.15,0.956436331,3.527866508
crime,murder,murder,741,37,15,1,18,2.833333333,6,3.76,0.931345628,3.199746656
crime,possession of drugs,possession,9318,46,28,5,2,5.5,NA,5.772302961,0.827313598,4.373251356
crime,rape,rape,14424,70,3,9,8,5.625,NA,2.91,0.857389778,4.688006066
crime,robbery,robbery,4352,76,39,2,12,2.666666667,2,3.07,0.949623759,4.154632972
crime,shoplifting,shoplifting,4723,22,30,3,4,5.25,NA,1.9,0.88858571,5.523012088
crime,stealing,stealing,1713,64,10,1,3,1.666666667,1,3.1,0.815578284,2.790526916
crime,theft,theft,13911,22,30,9,10,3.1,5,2.54,0.932111415,5.214013543
crime,vandalism,vandalism,1894,70,3,1,3,4,1,1.9,0.962047601,5.802291824
crime,violence,violence,2497,22,30,2,2,3,NA,3.07,0.938622644,3.960592156
dairy product,butter,butter,8214,70,39,4,9,3.555555556,NA,3.018,0.950414129,0
dairy product,cheese,cheese,3399,49,9,2,18,2.111111111,1,3.3,0.942887056,12.71507921
dairy product,chocolate,chocolate,8110,67,35,4,7,5,NA,3.18,0.943644522,4.933449147
dairy product,cream,cream,9442,52,14,5,9,4.333333333,NA,3.4,0.964132066,3.285085913
dairy product,eggs,egg,4929,28,7,3,3,4.333333333,NA,3.29,0.974117915,1.335249889
dairy product,ice cream,ice cream,9829,67,35,5,4,5.25,NA,3.818601232,0.936709666,4.665968973
dairy product,margarine,margarine,9546,55,25,5,2,5.5,NA,1.52,0.945545337,0
dairy product,milk,milk,105,19,27,1,20,1.05,19,3.34,0.945711203,17.49991543
dairy product,sour cream,sour cream,7106,31,22,4,2,4.5,NA,3.44824355,0.920714341,3.285085913
dairy product,whipped cream,whipped cream,10276,19,27,6,2,4.5,NA,3.459908157,0.948658201,8.13447555
dairy product,yoghurt,yogurt,4608,19,27,3,14,3.142857143,NA,1.279,0.952486889,4.536066753
day of the week,friday,friday,9813,67,14,5,19,5.105263158,NA,3.39,0.985096833,4.598627407
day of the week,monday,monday,2209,79,10,1,19,1.105263158,17,3.23,0.899996325,5.806905388
day of the week,saturday,saturday,10539,28,28,6,18,6.111111111,NA,3.38,0.929023327,3.205250603
day of the week,sunday,sunday,12254,46,29,7,19,6.421052632,2,3.34,0.945910711,4.309625307
day of the week,thursday,thursday,6681,19,3,4,20,3.95,1,3.09,0.916793119,6.498285489
day of the week,tuesday,tuesday,3207,43,24,2,19,2.105263158,NA,3.08,0.918824249,6.25250483
day of the week,wednesday,wednesday,4840,25,30,3,19,3.105263158,NA,2.97,0.973562988,5.854015637
disease,aids,aids,5312,39,38,3,7,4.428571429,NA,1.74,0.955920977,4.966573359
disease,cancer,cancer,6056,63,33,3,13,2.923076923,6,3.06,0.962606502,5.456005291
disease,chickenpox,chickenpox,6319,72,9,3,5,6.2,NA,1.38,0.931374739,0
disease,cholera,cholera,6203,69,5,3,5,4,1,1.76,0.964827643,7.254554122
disease,cold,cold,12238,45,9,7,3,5.666666667,NA,3.82,0.924874508,0.515169544
disease,diabetes,diabetes,14184,45,9,9,2,10,NA,2.22,0.955450945,7.859889097
disease,flu,flu,4918,27,35,3,7,3.571428571,1,2.65,0.942796289,4.429731023
disease,leukemia,leukemia,4405,78,17,2,2,3,NA,1.99,0.974519262,0
disease,malaria,malaria,2071,75,25,1,6,3,1,1.93,0.982010731,6.954195227
disease,measles,measles,9288,45,9,5,7,5.428571429,NA,2.03,0.929011388,6.936657781
disease,meningitis,meningitis,9414,51,13,5,3,7.666666667,NA,1.57,0.916591108,4.262966362
disease,mumps,mumps,9521,54,37,5,4,7.25,NA,1.79,0.961426052,6.377038129
disease,polio,polio,2968,36,8,2,5,6.4,NA,1.66,0.951244282,6.199692187
disease,smallpox,smallpox,13498,60,18,8,5,5.8,1,1.88,0.936153763,7.665222022
disease,typhoid,typhoid,1857,69,5,1,3,4,1,1.42,0.968911478,7.157256921
drug,alcohol,alcohol,8950,30,36,5,5,5,NA,2.93,0.944794804,6.812001007
drug,antibiotics,antibiotics,14547,78,31,9,3,9,NA,2.27,0.936234134,3.189263748
drug,caffeine,caffeine,7238,36,25,4,2,4,NA,2.18,0.958088228,4.95337909
drug,cannabis,cannabis,1115,48,11,1,7,4.428571429,3,1.38,0.899128733,6.522857904
drug,cocaine,cocaine,8658,21,8,5,18,4.5,1,2.63,0.921671772,6.594651077
drug,codeine,codeine,4558,18,16,3,5,4.2,NA,1.38,0.958250902,6.444958144
drug,ecstasy,ecstasy,16134,18,16,13,9,8.111111111,NA,2.21,0.9233208,6.634435943
drug,heroin,heroin,10997,51,18,6,15,4.866666667,2,2.7,0.934495436,6.208005178
drug,illegal,illegal,8447,78,31,4,2,8,NA,3.08,0.784796526,5.074155062
drug,legal,legal,1683,63,16,1,2,2,1,3.26,0.787771347,2.660686835
drug,marijuana,marijuana,12188,42,13,7,7,4.285714286,1,2.43,0.939965671,4.787845858
drug,morphine,morphine,13835,18,16,9,2,10,NA,2.52,0.871136909,4.794563891
drug,nicotine,nicotine,9082,36,25,5,2,5.5,NA,1.94,0.969176216,5.982167513
drug,opium,opium,16942,36,25,16,2,11.5,NA,2.06,0.939520518,6.642897522
drug,speed,speed,11264,63,16,6,3,7,NA,3.32,0.734181307,0
drug,weed,weed,9639,60,4,5,3,5,NA,2.78,0.92997933,3.868653076
emotion,anger,anger,4909,27,26,3,6,3.5,NA,3,0.953333806,5.843909889
emotion,angry,angry,5120,33,25,3,8,3.625,NA,3.48,0.971232475,1.37530427
emotion,anxious,anxious,10796,39,39,6,5,7.2,NA,2.86,0.972874303,0
emotion,content,content,13129,30,15,8,2,6,NA,2.59,0.915247425,0
emotion,depressed,depressed,14409,69,11,9,6,5.5,1,2.92,0.923738144,0
emotion,disappointment,disappointment,9869,69,11,5,2,10,NA,2.44,0.891210459,0
emotion,disgusted,disgusted,9649,60,14,5,2,5.5,NA,1.96,0.924527826,0
emotion,ecstatic,ecstatic,11701,18,28,7,2,9,NA,1.845,0.992608531,0
emotion,excited,excited,11010,51,39,6,6,6.333333333,NA,3.39,0.994225107,2.053487156
emotion,fear,fear,8426,78,10,4,2,5,NA,3.55,0.974936566,3.688898561
emotion,fearful,fearful,12694,72,25,7,5,6.8,NA,2.05,0.970495933,0
emotion,frustrated,frustrated,7900,60,14,4,2,3.5,NA,2.41,0.978065795,0
emotion,frustration,frustration,10648,33,25,6,3,10.66666667,NA,2.18,0.976174143,5.308795528
emotion,grief,grief,6403,75,17,3,2,4.5,NA,2.74,0.943053539,3.932513853
emotion,happiness,happiness,14817,36,30,10,5,3,3,3.1,0.962400257,3.263245763
emotion,happy,happy,2344,18,28,2,14,1.214285714,12,4.23,0.961966443,0
emotion,jealous,jealous,7564,48,7,4,2,4.5,NA,3.29,0.91153488,2.773790593
emotion,jealousy,jealousy,17329,36,30,19,2,11.5,NA,2.47,0.88832826,6.725246741
emotion,joy,joy,8329,75,17,4,3,5.666666667,NA,3.16,0.982831056,3.866361518
emotion,lonely,lonely,10576,30,15,6,2,6,NA,3.33,0.878834196,0
emotion,love,love,15031,63,37,10,5,7.2,1,4.75,0.964473062,1.379228461
emotion,miserable,miserable,8266,72,25,4,2,3.5,NA,3.04,0.989459479,0
emotion,nervous,nervous,9756,63,37,5,4,6.5,NA,3.53,0.944344776,0.846156065
emotion,overjoyed,overjoyed,15942,48,7,12,2,9.5,NA,1.58,0.97800748,0
emotion,relieved,relieved,12048,33,25,7,2,6.5,NA,2.72,0.984786985,0
emotion,sad,sad,3159,42,11,2,15,2.2,1,3.51,0.981558404,2.642339373
emotion,sadness,sadness,4398,78,10,2,6,5.666666667,1,2.39,0.935712411,5.656205097
emotion,scared,scared,11777,21,21,7,3,8,NA,3.83,0.973143113,0.460114351
emotion,shock,shock,16251,36,30,13,2,10.5,NA,3.17,0.976698932,2.072760246
emotion,shy,shy,11275,63,37,6,2,11,NA,2.97,0.954885926,0
emotion,surprise,surprise,11939,27,26,7,2,9.5,NA,3.66,0.913841261,0.570170588
emotion,thrilled,thrilled,12959,21,21,8,2,9.5,NA,2.75,0.985353194,0
emotion,upset,upset,15652,72,25,11,4,6.25,NA,3.58,0.9387815,1.429725377
emotion,worried,worried,13891,21,21,9,2,10.5,NA,3.68,0.903910627,0
fabric,cashmere,cashmere,15204,80,21,10,3,7.333333333,NA,1.89,0.966731514,7.402522164
fabric,cloth,cloth,553,31,16,1,2,3,1,2.49,0.997705079,4.419663297
fabric,cotton,cotton,4604,19,23,3,18,2.444444444,7,2.86,0.985129695,6.538565881
fabric,denim,denim,12412,55,36,7,6,4.833333333,NA,1.53,0.958106196,6.616419792
fabric,felt,felt,2826,31,16,2,3,4.666666667,NA,3.79,0.912825446,0.608413352
fabric,fur,fur,13797,79,30,8,3,6,NA,2.63,0.986686532,4.673530428
fabric,leather,leather,12834,79,30,7,6,5.333333333,NA,2.84,0.930285379,3.954495309
fabric,linen,linen,5595,49,35,3,4,3.75,NA,2.18,0.987951405,6.974560099
fabric,nylon,nylon,5959,61,7,3,4,4.5,NA,1.85,0.989295593,7.419663297
fabric,polyester,polyester,11542,76,29,6,10,4.5,NA,1.81,0.992468526,8.045432014
fabric,satin,satin,10165,79,30,5,5,4.4,NA,2.13,0.97204823,7.341358302
fabric,silk,silk,449,28,25,1,13,2,9,2.7,0.983661923,6.37625651
fabric,velvet,velvet,3749,58,36,2,8,3.25,NA,2.51,0.961967886,5.251655499
fabric,wool,wool,3646,55,36,2,10,3.5,2,2.21,0.976031808,5.546287148
family relationship,aunt,aunt,10392,23,12,6,6,7.5,NA,3.45,0.941705439,0.070074079
family relationship,auntie,auntie,13162,32,38,8,7,7.571428571,NA,2.6,0.871853517,0
family relationship,aunties,auntie,4994,29,37,3,2,5.5,NA,1,0.871853517,0
family relationship,brother,brother,8242,71,33,4,15,3.133333333,5,4.16,0.938233207,1.661346848
family relationship,cousin,cousin,12509,62,18,7,13,9.538461538,NA,3.4,0.923889148,1.412851641
family relationship,cousins,cousin,12593,68,8,7,3,7.666666667,NA,2.58,0.923889148,0
family relationship,dad,dad,13245,38,23,8,5,3.6,NA,4.41,0.957708781,1.378513867
family relationship,daughter,daughter,11564,77,23,6,11,9.545454545,NA,3.94,0.95644768,3.491111798
family relationship,father,father,2629,26,6,2,14,2.5,2,4.45,0.986191531,5.020194195
family relationship,granddad,granddad,13669,71,33,8,6,10.33333333,NA,1.322,0.936280371,0
family relationship,granddaughter,granddaughter,14487,74,29,9,2,20,NA,2.52,0.954768964,0
family relationship,grandfather,grandfather,12448,59,3,7,6,11,NA,3.09,0.901608913,0.540445872
family relationship,grandma,grandma,15940,47,39,12,7,10.28571429,NA,3.37,0.945781321,1.22186872
family relationship,grandmother,grandmother,10629,32,38,6,5,10.4,NA,3.15,0.901989743,2.053248549
family relationship,grandparents,grandparent,14124,38,23,9,3,7.333333333,NA,2.33,0.935697206,3.916294549
family relationship,grandson,grandson,15136,74,29,10,2,20,NA,2.61,0.930342101,0
family relationship,great aunt,aunt,16154,20,20,13,3,12.33333333,NA,4.648411941,0.941705439,0.089172275
family relationship,great grandfather,grandfather,16788,47,39,15,3,21.66666667,NA,4.632631452,0.901608913,0.559544067
family relationship,great grandmother,grandmother,17637,77,23,25,2,26,NA,4.634471989,0.901989743,2.072346744
family relationship,great grandparents,grandparent,14458,71,33,9,2,9,NA,4.622221637,0.935697206,3.935392745
family relationship,great nephew,nephew,17304,20,20,19,2,16.5,NA,4.628777847,0.906250919,0.260640969
family relationship,great niece,niece,16397,74,29,13,2,15.5,NA,4.625072773,0.922101498,3.213146289
family relationship,great uncle,uncle,17026,74,29,16,3,13.33333333,NA,4.681209676,0.910840353,0.019098196
family relationship,half brother,half brother,16639,71,33,14,2,9.5,NA,4.392474081,0.977483261,1.661346848
family relationship,half sister,sister,10303,20,20,6,3,12,NA,4.286749156,0.926677557,1.760163142
family relationship,husband,husband,3539,53,5,2,7,10,NA,4,0.974920278,2.135320792
